Magnetic (kG),MagnetoCurrnet (A)
5.000000000000000000000000000000,0.000125584899999999991000000000
4.980000000000000420000000000000,0.000125777799999999987000000000
4.959999999999999960000000000000,0.000125567000000000013000000000
4.940000000000000390000000000000,0.000125514900000000000000000000
4.919999999999999930000000000000,0.000126006899999999995000000000
4.900000000000000350000000000000,0.000125914800000000003000000000
4.879999999999999890000000000000,0.000125886900000000003000000000
4.860000000000000320000000000000,0.000125786499999999999000000000
4.839999999999999860000000000000,0.000125745200000000010000000000
4.820000000000000280000000000000,0.000125546800000000009000000000
4.799999999999999820000000000000,0.000125904000000000006000000000
4.780000000000000250000000000000,0.000126189900000000003000000000
4.759999999999999780000000000000,0.000125493700000000008000000000
4.740000000000000210000000000000,0.000125307400000000013000000000
4.719999999999999750000000000000,0.000125688900000000002000000000
4.700000000000000180000000000000,0.000125552399999999994000000000
4.679999999999999710000000000000,0.000125301299999999992000000000
4.660000000000000140000000000000,0.000125513800000000004000000000
4.639999999999999680000000000000,0.000125492600000000012000000000
4.620000000000000100000000000000,0.000124973199999999998000000000
4.599999999999999640000000000000,0.000125477500000000013000000000
4.580000000000000070000000000000,0.000124969000000000002000000000
4.559999999999999610000000000000,0.000125329499999999987000000000
4.540000000000000030000000000000,0.000125582800000000007000000000
4.519999999999999570000000000000,0.000124662500000000001000000000
4.500000000000000000000000000000,0.000124915799999999994000000000
4.480000000000000420000000000000,0.000125040599999999997000000000
4.459999999999999960000000000000,0.000124996399999999995000000000
4.439999999999999500000000000000,0.000124991799999999998000000000
4.419999999999999930000000000000,0.000125139600000000011000000000
4.400000000000000350000000000000,0.000125149300000000012000000000
4.379999999999999890000000000000,0.000125176599999999997000000000
4.360000000000000320000000000000,0.000125478200000000008000000000
4.339999999999999860000000000000,0.000125554900000000006000000000
4.320000000000000280000000000000,0.000124990800000000010000000000
4.299999999999999820000000000000,0.000125068099999999996000000000
4.280000000000000250000000000000,0.000124826199999999988000000000
4.259999999999999780000000000000,0.000124333700000000012000000000
4.240000000000000210000000000000,0.000124897999999999996000000000
4.219999999999999750000000000000,0.000124577800000000012000000000
4.200000000000000180000000000000,0.000124495799999999995000000000
4.179999999999999710000000000000,0.000124806499999999992000000000
4.160000000000000140000000000000,0.000124638500000000003000000000
4.139999999999999680000000000000,0.000124294400000000000000000000
4.120000000000000100000000000000,0.000123896699999999989000000000
4.099999999999999640000000000000,0.000124311299999999990000000000
4.080000000000000070000000000000,0.000124604100000000009000000000
4.059999999999999610000000000000,0.000124147399999999990000000000
4.040000000000000030000000000000,0.000124366500000000003000000000
4.019999999999999570000000000000,0.000124506699999999998000000000
4.000000000000000000000000000000,0.000124281099999999992000000000
3.979999999999999980000000000000,0.000124578500000000007000000000
3.959999999999999960000000000000,0.000124584899999999994000000000
3.939999999999999940000000000000,0.000124086900000000013000000000
3.919999999999999930000000000000,0.000124745100000000006000000000
3.899999999999999910000000000000,0.000124463800000000006000000000
3.879999999999999890000000000000,0.000124778400000000005000000000
3.859999999999999870000000000000,0.000124189800000000002000000000
3.839999999999999860000000000000,0.000124710099999999997000000000
3.820000000000000280000000000000,0.000124466100000000004000000000
3.799999999999999820000000000000,0.000124182399999999999000000000
3.780000000000000250000000000000,0.000123989399999999996000000000
3.759999999999999780000000000000,0.000123996699999999991000000000
3.740000000000000210000000000000,0.000123998400000000002000000000
3.719999999999999750000000000000,0.000124010000000000000000000000
3.700000000000000180000000000000,0.000123943900000000011000000000
3.679999999999999710000000000000,0.000123985000000000013000000000
3.660000000000000140000000000000,0.000123307899999999999000000000
3.639999999999999680000000000000,0.000123613899999999992000000000
3.620000000000000100000000000000,0.000123798299999999990000000000
3.599999999999999640000000000000,0.000123864800000000007000000000
3.580000000000000070000000000000,0.000123591200000000004000000000
3.560000000000000050000000000000,0.000123346999999999997000000000
3.540000000000000030000000000000,0.000123201100000000009000000000
3.520000000000000020000000000000,0.000123414200000000008000000000
3.500000000000000000000000000000,0.000123905900000000009000000000
3.479999999999999980000000000000,0.000123425100000000012000000000
3.459999999999999960000000000000,0.000123762100000000006000000000
3.439999999999999940000000000000,0.000123997300000000006000000000
3.419999999999999930000000000000,0.000123925200000000004000000000
3.399999999999999910000000000000,0.000123775399999999987000000000
3.379999999999999890000000000000,0.000123872299999999990000000000
3.359999999999999870000000000000,0.000123802700000000000000000000
3.339999999999999860000000000000,0.000123251000000000003000000000
3.320000000000000280000000000000,0.000123758899999999999000000000
3.299999999999999820000000000000,0.000123415300000000004000000000
3.280000000000000250000000000000,0.000123592599999999993000000000
3.259999999999999790000000000000,0.000123562100000000001000000000
3.240000000000000210000000000000,0.000123113900000000007000000000
3.219999999999999750000000000000,0.000123652400000000002000000000
3.200000000000000180000000000000,0.000122802300000000002000000000
3.179999999999999710000000000000,0.000123450399999999993000000000
3.160000000000000140000000000000,0.000123690100000000010000000000
3.139999999999999680000000000000,0.000123169799999999988000000000
3.120000000000000100000000000000,0.000123500100000000000000000000
3.099999999999999640000000000000,0.000123235399999999996000000000
3.080000000000000070000000000000,0.000123475899999999988000000000
3.060000000000000050000000000000,0.000123774399999999999000000000
3.040000000000000030000000000000,0.000123652299999999995000000000
3.020000000000000020000000000000,0.000123621400000000002000000000
3.000000000000000000000000000000,0.000124256699999999992000000000
2.979999999999999980000000000000,0.000123896900000000003000000000
2.959999999999999960000000000000,0.000124685000000000003000000000
2.939999999999999950000000000000,0.000124295799999999990000000000
2.919999999999999930000000000000,0.000124102499999999993000000000
2.899999999999999910000000000000,0.000123618199999999995000000000
2.879999999999999890000000000000,0.000123865100000000001000000000
2.859999999999999870000000000000,0.000124053199999999987000000000
2.839999999999999860000000000000,0.000123712299999999991000000000
2.819999999999999840000000000000,0.000123846299999999987000000000
2.799999999999999820000000000000,0.000123666100000000012000000000
2.779999999999999800000000000000,0.000123668899999999991000000000
2.759999999999999790000000000000,0.000123551700000000005000000000
2.739999999999999770000000000000,0.000123630700000000002000000000
2.719999999999999750000000000000,0.000123692899999999989000000000
2.699999999999999730000000000000,0.000123670499999999994000000000
2.680000000000000160000000000000,0.000123826400000000004000000000
2.660000000000000140000000000000,0.000123770600000000004000000000
2.640000000000000120000000000000,0.000123531699999999988000000000
2.620000000000000110000000000000,0.000123406000000000004000000000
2.600000000000000090000000000000,0.000123788400000000002000000000
2.580000000000000070000000000000,0.000123981100000000011000000000
2.560000000000000050000000000000,0.000124294100000000007000000000
2.540000000000000030000000000000,0.000124374600000000000000000000
2.520000000000000020000000000000,0.000124265000000000004000000000
2.500000000000000000000000000000,0.000124028000000000013000000000
2.479999999999999980000000000000,0.000124366299999999989000000000
2.459999999999999960000000000000,0.000124142600000000006000000000
